Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender_Male,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,OverTime_Yes,Attrition_Yes,PerformanceRating
49,6,1,3,41,2,4,3,2.0,19,2,28.5,3.0,3,15.0,11.0,2.0,12.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
37,1,4,1,51,2,2,3,1.0,18,3,7.0,2.0,4,7.0,5.0,0.0,7.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,10,3,3,42,4,3,4,1.0,25,1,16.0,2.0,3,16.0,11.0,6.0,8.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2
32,8,2,3,65,2,2,2,1.0,11,4,13.0,2.0,3,13.0,12.0,7.5,9.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
42,24,3,4,56,3,3,1,1.0,21,4,10.0,4.5,2,10.0,9.0,5.0,8.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
28,29,1,3,96,1,2,2,1.0,14,2,8.0,2.0,2,8.0,6.0,1.0,7.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,5,3,1,43,2,2,2,1.0,13,2,10.0,3.0,2,10.0,0.0,0.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
33,14,3,3,58,3,1,4,5.0,13,3,8.0,2.0,1,5.0,4.0,0.0,4.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
38,2,2,4,32,3,3,2,7.0,16,3,10.0,2.0,3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
27,1,1,3,73,3,2,2,0.0,13,4,6.0,0.5,3,5.0,4.0,1.0,4.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
33,29,4,1,54,2,2,3,1.0,22,2,14.0,4.0,3,13.0,7.0,3.0,8.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
32,8,2,3,91,4,2,3,5.0,12,3,9.0,3.0,2,5.0,3.0,1.0,3.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45,1,4,4,91,3,1,4,3.0,14,4,8.0,2.0,3,5.0,3.0,0.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,9,4,3,94,3,1,1,1.0,20,2,5.0,2.0,3,5.0,3.0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
31,10,3,3,40,3,3,3,4.0,20,3,13.0,2.0,4,11.0,7.0,4.0,8.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
55,2,3,3,60,2,5,1,8.0,12,2,28.5,2.0,3,1.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
45,4,2,3,57,3,2,2,1.0,12,2,9.0,4.5,2,9.0,7.0,0.0,8.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,6,1,2,83,3,1,1,2.0,11,3,8.0,2.0,3,4.0,2.0,1.0,3.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
45,20,3,2,95,1,3,1,2.0,18,2,24.0,2.0,3,7.0,7.0,0.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
34,2,4,4,84,2,2,1,6.0,13,2,13.0,3.0,3,11.0,9.0,5.0,9.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,8,4,3,52,3,2,3,1.0,12,4,15.0,4.5,3,14.0,11.0,2.0,9.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,6,2,2,84,3,2,2,6.0,20,4,7.0,0.5,3,3.0,2.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18,3,2,2,70,3,1,4,1.0,12,3,0.0,2.0,4,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
31,2,2,1,54,3,1,3,0.0,19,3,3.0,1.0,3,2.0,2.0,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,5,3,3,84,3,4,2,1.0,11,2,28.5,2.0,3,20.5,9.0,0.0,10.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
49,28,2,1,97,2,2,1,3.0,20,1,20.0,2.0,3,4.0,3.0,1.0,3.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
32,10,3,4,55,3,2,4,1.0,12,4,10.0,2.0,2,10.0,7.0,0.0,8.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
55,13,4,1,85,4,4,3,6.0,17,3,24.0,2.0,2,19.0,7.0,3.0,8.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
22,4,1,3,99,2,1,3,5.0,16,3,4.0,3.0,3,2.0,2.0,1.0,2.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
55,26,5,3,60,2,5,4,1.0,21,3,28.5,3.0,3,20.5,6.0,2.0,13.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
53,2,4,1,78,2,4,4,2.0,16,3,28.5,3.0,3,20.5,8.0,3.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,2,4,3,98,3,1,3,2.0,14,2,20.0,2.0,3,5.0,3.0,0.0,2.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
50,9,3,1,64,3,1,4,4.0,18,2,8.0,4.5,3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50,22,5,3,88,1,4,4,1.0,13,4,28.5,2.0,3,20.5,6.0,7.5,9.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
25,19,2,3,36,2,1,2,1.0,18,3,1.0,2.0,3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
38,29,3,4,54,3,2,4,3.0,18,1,9.0,3.0,1,7.0,7.0,1.0,7.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
35,12,4,4,36,3,2,4,3.0,24,1,13.0,2.0,4,11.0,9.0,6.0,7.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2
24,4,1,1,46,2,1,4,0.0,17,4,6.0,2.0,2,5.0,2.0,3.0,4.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25,13,1,2,40,3,1,3,1.0,11,3,7.0,1.0,3,7.0,4.0,0.0,6.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
39,22,3,4,82,3,3,1,1.0,13,3,21.0,2.0,3,20.5,6.0,2.0,8.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
33,5,4,4,74,3,3,2,6.0,11,2,12.0,2.0,3,10.0,6.0,7.5,8.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,1,1,2,99,3,2,3,1.0,25,3,20.0,3.0,3,20.0,14.5,7.5,6.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,9,4,2,88,3,3,3,8.5,17,3,20.0,3.0,2,18.0,7.0,2.0,13.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
28,2,4,2,81,3,2,2,1.0,20,1,8.0,2.0,3,8.0,7.0,7.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
36,3,1,3,51,2,3,4,1.0,11,1,16.0,4.5,3,16.0,7.0,3.0,7.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
48,2,2,4,76,4,1,2,5.0,11,3,7.0,4.0,2,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,10,4,2,32,3,3,4,1.0,14,4,10.0,3.0,2,10.0,3.0,7.5,7.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,1,3,4,84,3,1,1,2.0,11,2,5.0,2.0,2,3.0,2.0,1.0,2.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
36,24,4,2,47,3,2,2,7.0,15,3,11.0,3.0,3,9.0,8.0,0.0,8.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
49,25,4,3,84,3,1,1,1.0,14,4,10.0,3.0,2,9.0,6.0,1.0,4.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,10,2,3,86,3,2,4,2.0,11,4,8.0,2.0,3,5.0,2.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
40,4,1,4,46,3,5,3,1.0,14,2,21.0,2.0,3,20.0,8.0,7.5,9.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45,26,3,1,52,2,2,1,1.0,15,1,10.0,2.0,3,10.0,7.0,4.0,5.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,5,3,2,64,3,3,2,8.5,19,3,10.0,2.0,2,8.0,7.0,7.0,7.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
32,1,3,4,62,2,1,3,0.0,14,4,4.0,2.0,1,3.0,2.0,1.0,2.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
22,8,1,2,94,1,1,1,1.0,15,1,4.0,3.0,2,4.0,3.0,1.0,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,2,2,2,46,1,2,3,0.0,13,1,9.0,3.0,3,8.0,7.0,3.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
27,8,3,2,86,4,1,3,7.0,17,1,5.0,0.5,3,3.0,2.0,0.0,2.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,3,3,4,35,3,2,2,3.0,15,1,8.0,3.0,2,4.0,3.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,2,3,3,43,1,2,4,2.0,20,3,11.0,2.0,3,5.0,4.0,0.0,2.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
27,2,4,1,47,3,2,4,0.0,18,2,4.0,2.0,3,3.0,2.0,2.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26,1,3,3,57,3,2,3,1.0,17,2,8.0,3.0,3,8.0,7.0,7.0,7.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
59,2,3,3,69,2,4,4,3.0,13,1,28.5,4.0,3,5.0,3.0,4.0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
25,2,1,4,77,4,2,3,1.0,17,3,7.0,4.5,3,7.0,7.0,0.0,7.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,5,4,3,63,2,1,4,1.0,13,3,2.0,2.0,2,2.0,2.0,0.0,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,11,3,1,30,3,3,3,1.0,17,2,10.0,1.0,3,10.0,9.0,0.0,9.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,5,4,2,35,4,1,4,3.0,17,4,6.0,3.0,3,3.0,2.0,0.0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,4,3,4,50,3,2,2,8.5,12,4,10.0,2.0,2,5.0,2.0,2.0,3.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,7,3,2,100,4,1,2,1.0,20,3,5.0,3.0,1,5.0,1.0,0.0,3.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
38,18,3,2,60,1,2,4,3.0,16,3,15.0,2.0,3,1.0,0.0,1.0,0.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
28,2,1,1,67,2,1,2,0.0,17,1,6.0,2.0,1,5.0,3.0,0.0,4.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,4,1,4,32,3,1,4,1.0,15,2,7.0,3.0,4,7.0,7.0,5.0,6.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
45,6,3,4,57,2,3,4,6.0,12,4,23.0,2.0,3,19.0,7.0,7.5,8.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37,1,4,1,46,2,3,3,5.0,11,3,17.0,2.0,1,14.0,1.0,7.5,7.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
37,1,4,2,65,3,2,2,6.0,12,2,8.0,2.0,2,6.0,5.0,4.0,3.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,8,2,1,85,3,2,3,0.0,22,2,6.0,3.0,2,5.0,3.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
32,4,4,4,32,1,3,4,1.0,11,3,14.0,2.0,2,14.0,8.0,7.5,8.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
34,1,4,2,75,4,2,4,0.0,11,4,16.0,2.0,2,15.0,1.0,0.0,9.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
38,2,4,1,75,4,2,1,6.0,12,4,17.0,2.0,3,15.0,7.0,4.0,12.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
36,14,1,3,68,3,2,4,0.0,17,1,17.0,2.0,2,16.0,8.0,4.0,11.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
32,1,1,4,71,3,1,1,1.0,13,4,1.0,2.0,3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,24,1,4,30,3,2,4,2.0,20,4,9.0,3.0,2,5.0,4.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
29,7,3,4,59,3,1,1,3.0,14,2,11.0,2.0,3,3.0,2.0,1.0,2.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,11,2,1,60,3,2,1,1.0,13,3,5.0,3.0,3,5.0,3.0,3.0,3.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
31,6,4,1,66,4,2,4,4.0,22,4,13.0,4.0,4,7.0,7.0,5.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
50,9,3,3,59,3,5,3,4.0,16,3,27.0,2.0,3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
38,10,4,3,71,3,2,3,3.0,11,3,10.0,2.0,3,6.0,3.0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,8,5,2,32,3,2,1,3.0,14,3,7.0,3.0,3,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,16,4,4,85,1,1,1,1.0,23,2,5.0,2.0,3,5.0,2.0,3.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
32,5,2,1,47,4,1,3,3.0,14,1,8.0,2.0,3,4.0,1.0,0.0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
35,18,4,3,80,3,2,3,1.0,14,4,10.0,2.0,4,10.0,2.0,0.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
37,1,4,1,80,3,3,4,2.0,18,1,15.0,2.0,3,5.0,2.0,0.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
38,7,3,4,57,4,1,3,1.0,11,4,4.0,2.0,3,4.0,2.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
51,21,4,3,71,3,2,4,0.0,22,4,11.0,2.0,1,10.0,7.0,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
41,6,3,4,95,2,2,2,6.0,15,4,8.0,3.0,3,5.0,4.0,1.0,2.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
35,18,2,3,60,3,3,4,2.0,11,3,10.0,2.0,3,2.0,2.0,2.0,2.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
33,25,3,4,44,2,2,2,1.0,13,4,5.0,2.0,3,5.0,3.0,0.0,2.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
56,4,4,4,92,3,5,1,4.0,13,4,28.0,2.0,3,5.0,2.0,4.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,5,3,4,30,2,1,3,0.0,18,4,5.0,2.0,3,4.0,2.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
51,1,3,3,96,3,1,4,1.0,11,2,1.0,0.5,2,1.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,1,4,1,100,2,1,1,6.0,13,3,11.0,2.0,1,9.0,7.0,0.0,7.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
27,11,1,2,91,3,1,1,0.0,14,2,6.0,3.0,4,5.0,0.0,1.0,4.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56,7,2,4,72,3,1,3,8.0,11,4,14.0,4.0,1,10.0,9.0,7.5,8.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,3,4,2,42,3,2,4,8.0,12,3,19.0,1.0,3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
40,2,1,4,86,2,1,4,0.0,20,4,5.0,2.0,2,4.0,2.0,2.0,3.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
36,5,2,4,62,3,2,2,8.0,16,4,16.0,3.0,4,13.0,11.0,3.0,7.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
32,1,3,1,33,3,2,4,1.0,22,2,9.0,3.0,3,9.0,8.0,7.0,8.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
34,3,2,4,32,1,2,4,5.0,12,1,6.0,3.0,3,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
